gene_id,transcript_id,Gene_id,protein_id
YIL127C,NM_001179475.1,854679,NP_012139.1
YIL126W,NM_001179474.1,854680,NP_012140.1
YIL125W,NM_001179473.1,854681,NP_012141.1
YIL124W,NM_001179472.3,854682,NP_012142.3
YIL123W,NM_001179471.2,854683,NP_012143.2
YIL122W,NM_001179470.1,854684,NP_012144.1
YIL121W,NM_001179469.1,854685,NP_012145.1
YIL120W,NM_001179468.1,854686,NP_012146.1
YIL119C,NM_001179467.3,854687,NP_012147.3
YIL118W,NM_001179466.1,854688,NP_012148.1
YIL117C,NM_001179465.1,854689,NP_012149.1
YIL116W,NM_001179464.1,854690,NP_012150.1
YIL115C,NM_001179463.1,854691,NP_012151.1
YIL114C,NM_001179462.3,854692,NP_012152.3
YIL113W,NM_001179461.1,854693,NP_012153.1
YIL112W,NM_001179460.1,854694,NP_012154.1
YIL111W,NM_001179459.1,854695,NP_012155.1
YIL111W,NM_001179459.1,854695,NP_012155.1
YIL110W,NM_001179458.1,854696,NP_012156.1
YIL109C,NM_001179457.3,854697,NP_012157.3
YIL108W,NM_001179456.1,854698,NP_012158.1
YIL107C,NM_001179455.1,854699,NP_012159.1
YIL106W,NM_001179454.1,854700,NP_012160.2
YIL106W,NM_001179454.1,854700,NP_012160.2
YIL105C,NM_001179453.1,854701,NP_012161.1
YIL105W-A,NM_001270750.1,13393613,NP_001257679.1
YIL104C,NM_001179452.3,854702,NP_012162.3
YIL103W,NM_001179451.1,854703,NP_012163.1
YIL102C-A,NM_001184686.1,3799974,NP_001032579.1
YIL102C,NM_001179450.1,854704,NP_012164.1
YIL101C,NM_001179449.1,854706,NP_012165.1
YIL099W,NM_001179447.3,854708,NP_012167.3
YIL098C,NM_001179446.3,854709,NP_012168.3
YIL097W,NM_001179445.1,854710,NP_012169.1
YIL096C,NM_001179444.1,854711,NP_012170.1
YIL095W,NM_001179443.1,854713,NP_012171.1
YIL094C,NM_001179442.1,854714,NP_012172.1
YIL093C,NM_001179441.3,854715,NP_012173.3
YIL092W,NM_001179440.3,854716,NP_012174.3
YIL091C,NM_001179439.1,854717,NP_012175.1
YIL090W,NM_001179438.1,854718,NP_012176.1
YIL089W,NM_001179437.1,854719,NP_012177.1
YIL088C,NM_001179436.1,854721,NP_012178.1
YIL087C,NM_001179435.3,854722,NP_012179.3
YIL086C,NM_001348844.1,854723,NP_001335784.1
YIL085C,NM_001179433.3,854724,NP_012181.3
YIL084C,NM_001179432.1,854725,NP_012182.1
YIL083C,NM_001179431.2,854726,NP_012183.2
YIL082W-A,NM_001181434.4,854728,NP_012184.1
YIL082W-A,NM_001181434.4,854728,NP_012184.1
YIL079C,NM_001179429.1,854731,NP_012186.1
YIL078W,NM_001179428.3,854732,NP_116578.3
YIL077C,NM_001179427.3,854733,NP_012188.3
YIL076W,NM_001179426.1,854734,NP_012189.2
YIL075C,NM_001179425.1,854735,NP_012190.1
YIL074C,NM_001179424.1,854736,NP_012191.1
YIL073C,NM_001179423.1,854737,NP_012192.2
YIL073C,NM_001179423.1,854737,NP_012192.2
YIL072W,NM_001179422.3,854738,NP_012193.3
YIL071C,NM_001179421.3,854739,NP_085069.3
YIL070C,NM_001179420.1,854740,NP_012194.1
YIL069C,NM_001179419.1,854741,NP_012195.1
YIL069C,NM_001179419.1,854741,NP_012195.1
YIL068C,NM_001179418.1,854742,NP_012196.1
YIL067C,NM_001179417.1,854743,NP_012197.1
YIL066C,NM_001179416.3,854744,NP_012198.3
YIL065C,NM_001179415.3,854745,NP_012199.3
YIL064W,NM_001179414.1,854746,NP_012200.1
YIL063C,NM_001179413.1,854747,NP_012201.1
YIL062C,NM_001179412.1,854748,NP_012202.1
YIL061C,NM_001179411.1,854749,NP_012203.1
YIL060W,NM_001179410.3,854750,NP_012204.3
YIL057C,NM_001179407.3,854753,NP_012207.3
YIL056W,NM_001179406.1,854755,NP_012208.1
YIL055C,NM_001179405.1,854756,NP_012209.1
YIL054W,NM_001270751.1,854757,NP_001257680.1
YIL053W,NM_001179403.1,854758,NP_012211.2
YIL052C,NM_001179402.1,854759,NP_012212.1
YIL052C,NM_001179402.1,854759,NP_012212.1
YIL051C,NM_001179401.3,854760,NP_012213.3
YIL050W,NM_001179400.3,854761,NP_012214.3
YIL049W,NM_001179399.1,854762,NP_012215.1
YIL048W,NM_001179398.1,854763,NP_012216.1
YIL047C,NM_001179397.3,854764,NP_012217.3
YIL046W-A,NM_001184654.1,1466492,NP_878097.1
YIL046W,NM_001179396.1,854765,NP_012218.1
YIL045W,NM_001179395.3,854766,NP_012219.3
YIL044C,NM_001179394.3,854767,NP_012220.3
YIL043C,NM_001179393.1,854768,NP_012221.2
YIL042C,NM_001179392.1,854769,NP_012222.1
YIL041W,NM_001179391.3,854770,NP_012223.3
YIL040W,NM_001179390.1,854771,NP_012224.1
YIL039W,NM_001179389.1,854772,NP_012225.1
YIL038C,NM_001179388.3,854773,NP_012226.3
YIL037C,NM_001179387.3,854774,NP_012227.3
YIL036W,NM_001179386.1,854775,NP_012228.1
YIL035C,NM_001179385.1,854776,NP_012229.1
YIL034C,NM_001179384.3,854777,NP_012230.3
YIL033C,NM_001179383.1,854778,NP_012231.1
YIL031W,NM_001179381.1,854780,NP_012233.1
YIL030C,NM_001179380.3,854781,NP_012234.3
YIL029C,NM_001179379.3,854783,NP_012235.3
YIL027C,NM_001179377.1,854785,NP_012237.1
YIL026C,NM_001179376.1,854786,NP_012238.1
YIL024C,NM_001179374.3,854788,NP_012240.3
YIL023C,NM_001179373.1,854789,NP_012241.1
YIL022W,NM_001179372.1,854790,NP_012242.1
YIL021W,NM_001179371.3,854791,NP_012243.3
YIL020C,NM_001179370.3,854792,NP_012244.3
YIL019W,NM_001179369.1,854793,NP_012245.1
YIL018W,NM_001179368.1,854794,NP_012246.1
YIL018W,NM_001179368.1,854794,NP_012246.1
YIL017C,NM_001179367.3,854795,NP_012247.3
YIL016W,NM_001179366.1,854796,NP_012248.1
YIL015W,NM_001179365.1,854797,NP_012249.1
YIL014C-A,NM_001181433.3,854799,NP_012250.3
YIL014W,NM_001179364.3,854801,NP_012251.3
YIL013C,NM_001179363.1,854802,NP_012252.1
YIL012W,NM_001348845.1,854803,NP_001335785.1
YIL011W,NM_001179361.1,854804,NP_012254.1
YIL010W,NM_001179360.3,854805,NP_012255.3
YIL009C-A,NM_001184306.2,854806,NP_012256.1
YIL009C-A,NM_001184306.2,854806,NP_012256.1
YIL009W,NM_001179359.1,854808,NP_012257.1
YIL008W,NM_001179358.3,854809,NP_012258.3
YIL007C,NM_001179357.3,854810,NP_012259.3
YIL006W,NM_001179356.1,854811,NP_012260.1
YIL005W,NM_001179355.1,854812,NP_012261.1
YIL004C,NM_001179354.3,854813,NP_012262.3
YIL004C,NM_001179354.3,854813,NP_012262.3
YIL003W,NM_001179353.1,854814,NP_012263.1
YIL002W-A,NM_001184653.1,1466493,NP_878098.1
YIL002C,NM_001179352.3,854815,NP_012264.3
YIL001W,NM_001179351.3,854816,NP_012265.3
YIR001C,NM_001179523.1,854817,NP_012266.1
YIR002C,NM_001179524.1,854818,NP_012267.1
YIR003W,NM_001179525.3,854819,NP_012268.3
YIR004W,NM_001179526.1,854820,NP_012269.1
YIR005W,NM_001179527.1,854821,NP_012270.1
YIR006C,NM_001179528.3,854822,NP_012271.3
YIR007W,NM_001179529.3,854824,NP_012272.3
YIR008C,NM_001179530.1,854825,NP_012273.1
YIR009W,NM_001179531.1,854826,NP_012274.1
YIR010W,NM_001179532.3,854827,NP_012275.3
YIR011C,NM_001179533.1,854828,NP_012276.1
YIR012W,NM_001179534.1,854829,NP_012277.1
YIR013C,NM_001179535.3,854830,NP_012278.3
YIR014W,NM_001179536.3,854831,NP_012279.4
YIR015W,NM_001179537.1,854832,NP_012280.1
YIR016W,NM_001179538.1,854833,NP_012281.1
YIR017C,NM_001179539.3,854834,NP_012282.3
YIR018W,NM_001179540.1,854835,NP_012283.1
YIR018C-A,NM_001184655.1,1466494,NP_878099.1
YIR019C,NM_001179541.3,854836,NP_012284.3
YIR020C,NM_001270752.1,854837,NP_001257681.1
YIR021W,NM_001179543.3,854839,NP_012287.3
YIR021W-A,NM_001184656.1,1466495,NP_878100.1
YIR022W,NM_001179544.1,854840,NP_012288.1
YIR023W,NM_001179545.3,854841,NP_012289.3
YIR024C,NM_001179546.1,854842,NP_012290.1
YIR025W,NM_001179547.1,854843,NP_012291.1
YIR026C,NM_001179548.3,854844,NP_012292.3
YIR027C,NM_001179549.3,854845,NP_012293.3
YIR028W,NM_001179550.3,854846,NP_012294.3
YIR029W,NM_001179551.1,854847,NP_012295.1
YIR030C,NM_001179552.1,854848,NP_012296.1
YIR031C,NM_001179553.3,854849,NP_012297.3
YIR032C,NM_001179554.1,854850,NP_012298.1
YIR033W,NM_001179555.1,854851,NP_012299.1
YIR034C,NM_001179556.3,854852,NP_012300.3
YIR035C,NM_001179557.3,854853,NP_012301.3
YIR036C,NM_001179558.3,854854,NP_012302.3
YIR037W,NM_001179559.1,854855,NP_012303.1
YIR038C,NM_001179560.1,854856,NP_012304.1
YIR039C,NM_001179561.3,854857,NP_012305.3
YIR041W,NM_001179563.1,854859,NP_012307.1
YIR042C,NM_001179564.1,854860,NP_012308.1
YIR043C,,854861,
YJL225C,NM_001181657.1,853231,NP_012311.1
YJL225C,NM_001181657.1,853231,NP_012311.1
YJL223C,NM_001181656.1,853232,NP_012312.1
YJL222W,NM_001181655.1,853233,NP_012313.1
YJL221C,NM_001181654.1,853235,NP_012314.1
YJL219W,NM_001181652.1,853236,NP_012316.1
YJL218W,NM_001181651.1,853237,NP_012317.1
YJL217W,NM_001181650.1,853238,NP_012318.1
YJL216C,NM_001181649.1,853214,NP_012319.1
YJL214W,NM_001181647.1,853216,NP_012321.1
YJL213W,NM_001181646.1,853217,NP_012322.1
YJL212C,NM_001181645.1,853218,NP_012323.1
YJL210W,NM_001181643.1,853219,NP_012325.1
YJL209W,NM_001181642.1,853221,NP_012326.1
YJL208C,NM_001181641.1,853222,NP_012327.1
YJL207C,NM_001181640.1,853223,NP_012328.1
YJL206C,NM_001181638.1,853224,NP_012329.1
YJL205C,NM_001181639.1,853225,NP_012330.1
YJL205C,NM_001181639.1,853225,NP_012330.1
YJL204C,NM_001181637.1,853226,NP_012331.1
YJL203W,NM_001181636.1,853227,NP_012332.1
YJL201W,NM_001181634.1,853229,NP_012334.1
YJL200C,NM_001181633.1,853230,NP_012335.1
YJL199C,NM_001348846.1,853240,NP_001335786.1
YJL198W,NM_001181631.1,853241,NP_012337.1
YJL197W,NM_001181630.1,853242,NP_012338.1
YJL196C,NM_001181629.1,853243,NP_012339.1
YJL194W,NM_001181627.1,853244,NP_012341.1
YJL193W,NM_001181626.1,853246,NP_012342.1
YJL192C,NM_001181625.1,853247,NP_012343.1
YJL191W,NM_001181624.1,853248,NP_012344.1
YJL191W,NM_001181624.1,853248,NP_012344.1
YJL190C,NM_001181623.1,853249,NP_012345.1
YJL189W,NM_001181622.1,853250,NP_012346.1
YJL189W,NM_001181622.1,853250,NP_012346.1
YJL187C,NM_001181620.1,853252,NP_012348.1
YJL186W,NM_001181619.2,853253,NP_012349.2
YJL185C,NM_001181618.1,853254,NP_012350.1
YJL184W,NM_001181617.1,853255,NP_012351.1
YJL183W,NM_001181616.2,853256,NP_012352.2
YJL181W,NM_001181614.1,853257,NP_012354.1
YJL180C,NM_001181613.1,853259,NP_012355.1
YJL179W,NM_001181612.2,853260,NP_012356.2
YJL178C,NM_001181611.1,853261,NP_012357.2
YJL177W,NM_001181610.1,853262,NP_012358.1
YJL177W,NM_001181610.1,853262,NP_012358.1
YJL176C,NM_001181609.1,853264,NP_012359.1
YJL174W,NM_001181607.1,853265,NP_012361.1
YJL173C,NM_001181606.1,853266,NP_012362.1
YJL172W,NM_001181605.1,853267,NP_012363.1
YJL171C,NM_001181604.2,853268,NP_012364.2
YJL170C,NM_001181603.1,853269,NP_012365.2
YJL168C,NM_001181601.2,853271,NP_012367.2
YJL167W,NM_001181600.1,853272,NP_012368.1
YJL166W,NM_001181599.1,853273,NP_012369.1
YJL165C,NM_001181598.1,853274,NP_012370.1
YJL164C,NM_001181597.2,853275,NP_012371.2
YJL163C,NM_001181596.1,853276,NP_012372.1
YJL162C,NM_001181595.1,853277,NP_012373.2
YJL161W,NM_001181594.1,853279,NP_012374.1
YJL160C,NM_001181593.1,853280,NP_012375.2
YJL159W,NM_001181592.1,853281,NP_012376.3
YJL158C,NM_001181591.1,853282,NP_012377.1
YJL157C,NM_001181590.1,853283,NP_012378.1
YJL156C,NM_001181589.1,853285,NP_012379.2
YJL155C,NM_001181588.1,853286,NP_012380.1
YJL154C,NM_001181587.1,853287,NP_012381.1
YJL153C,NM_001181586.1,853288,NP_012382.2
YJL151C,NM_001181584.1,853290,NP_012384.1
YJL149W,NM_001181582.1,853292,NP_012386.1
YJL148W,NM_001181581.1,853293,NP_012387.1
YJL147C,NM_001181580.1,853294,NP_012388.1
YJL146W,NM_001181579.1,853295,NP_012389.1
YJL145W,NM_001181578.1,853296,NP_012390.1
YJL144W,NM_001181577.1,853297,NP_012391.1
YJL143W,NM_001181576.1,853298,NP_012392.1
YJL142C,NM_001395034.1,853299,NP_001381964.1
YJL141C,NM_001181574.1,853300,NP_012394.1
YJL140W,NM_001181573.1,853301,NP_012395.1
YJL139C,NM_001181572.1,853302,NP_012396.1
YJL138C,NM_001181571.1,853303,NP_012397.1
YJL137C,NM_001181570.1,853304,NP_012398.1
YJL136W-A,NM_001184637.1,1466464,NP_878101.1
YJL136C,NM_001181569.1,853305,NP_012399.1
YJL136C,NM_001181569.1,853305,NP_012399.1
YJL134W,NM_001181567.1,853307,NP_012401.1
YJL133C-A,NM_001184636.1,1466465,NP_878102.1
YJL133W,NM_001181566.1,853308,NP_012402.1
YJL132W,NM_001181565.1,853309,NP_012403.1
YJL131C,NM_001181564.1,853310,NP_012404.1
YJL130C,NM_001181563.2,853311,NP_012405.2
YJL129C,NM_001181562.1,853312,NP_012406.1
YJL128C,NM_001181561.2,853313,NP_012407.2
YJL127C-B,NM_001184532.1,1466466,NP_878103.1
YJL127C,NM_001181560.1,853315,NP_012408.1
YJL126W,NM_001181559.1,853316,NP_012409.1
YJL125C,NM_001181558.1,853317,NP_012410.1
YJL124C,NM_001181557.1,853318,NP_012411.1
YJL123C,NM_001181556.1,853319,NP_012412.1
YJL122W,NM_001181555.1,853320,NP_012413.1
YJL121C,NM_001181554.1,853322,NP_012414.1
YJL118W,NM_001181551.1,853323,NP_012417.1
YJL117W,NM_001181550.1,853325,NP_012418.1
YJL116C,NM_001181549.1,853326,NP_012419.1
YJL115W,NM_001181548.1,853327,NP_012420.1
YJL114W,NM_001181547.2,853329,NP_012422.2
YJL113W,NM_001181546.3,853330,NP_012421.2
YJL113W,NM_001181546.3,853330,NP_012421.2
YJL112W,NM_001181545.2,853332,NP_012423.1
YJL111W,NM_001181544.1,853333,NP_012424.1
YJL110C,NM_001181543.1,853334,NP_012425.1
YJL109C,NM_001181542.1,853335,NP_012426.1
YJL108C,NM_001181541.1,853336,NP_012427.1
YJL107C,NM_001181540.1,853337,NP_012428.1
YJL106W,NM_001181539.1,853338,NP_012429.1
YJL105W,NM_001181538.1,853339,NP_012430.1
YJL104W,NM_001181537.1,853340,NP_012431.1
YJL103C,NM_001181536.1,853341,NP_012432.1
YJL102W,NM_001181535.1,853342,NP_012433.1
YJL101C,NM_001181534.1,853344,NP_012434.1
YJL100W,NM_001181533.1,853345,NP_012435.1
YJL099W,NM_001181532.1,853346,NP_012436.1
YJL098W,NM_001181531.1,853347,NP_012437.1
YJL097W,NM_001181530.1,853348,NP_012438.1
YJL096W,NM_001181529.1,853349,NP_012439.2
YJL095W,NM_001181528.1,853350,NP_012440.1
YJL094C,NM_001181527.1,853351,NP_012441.1
YJL093C,NM_001181526.1,853352,NP_012442.1
YJL092W,NM_001181525.1,853353,NP_012443.1
YJL091C,NM_001181524.1,853354,NP_012444.2
YJL090C,NM_001181523.1,853355,NP_012445.1
YJL089W,NM_001181522.1,853356,NP_012446.1
YJL088W,NM_001181521.1,853357,NP_012447.1
YJL087C,NM_001181520.1,853358,NP_012448.1
YJL085W,NM_001181518.1,853359,NP_012450.1
YJL084C,NM_001181517.1,853361,NP_012451.1
YJL083W,NM_001181516.1,853362,NP_012452.1
YJL082W,NM_001181515.1,853363,NP_012453.1
YJL081C,NM_001181514.1,853364,NP_012454.1
YJL080C,NM_001181513.1,853365,NP_012455.1
YJL079C,NM_001181512.1,853366,NP_012456.1
YJL078C,NM_001181511.1,853367,NP_012457.1
YJL077W-B,NM_001184603.1,1466467,NP_878104.1
YJL077C,NM_001181510.1,853368,NP_012458.1
YJL077W-A,NM_001270753.1,13393612,NP_001257682.1
YJL076W,NM_001181509.1,853369,NP_012459.1
YJL075C,NM_001395035.1,853370,NP_001381965.1
YJL074C,NM_001181507.1,853371,NP_012461.1
YJL073W,NM_001181506.3,853372,NP_012462.3
YJL072C,NM_001181505.1,853373,NP_012463.1
YJL071W,NM_001181504.1,853374,NP_012464.1
YJL070C,NM_001181503.3,853375,NP_012465.3
YJL069C,NM_001181502.1,853376,NP_012466.1
YJL068C,NM_001181501.1,853377,NP_012467.1
YJL066C,NM_001181499.3,853379,NP_012469.3
YJL065C,NM_001181498.1,853381,NP_012470.1
YJL063C,NM_001181496.1,853382,NP_012472.1
YJL062W-A,NM_001184477.3,853383,NP_076894.3
YJL062W,NM_001181495.1,853384,NP_012473.1
YJL061W,NM_001181494.1,853385,NP_012474.1
YJL060W,NM_001181493.3,853386,NP_012475.3
YJL059W,NM_001181492.1,853387,NP_012476.1
YJL058C,NM_001181491.1,853388,NP_012477.1
YJL057C,NM_001181490.3,853389,NP_012478.3
YJL056C,NM_001181489.1,853390,NP_012479.1
YJL055W,NM_001181488.1,853391,NP_012480.1
YJL054W,NM_001181487.3,853392,NP_012481.3
YJL053W,NM_001181486.1,853393,NP_012482.1
YJL052C-A,NM_001184476.1,853394,NP_076895.1
YJL052W,NM_001181485.3,853395,NP_012483.3
YJL051W,NM_001181484.1,853396,NP_012484.1
YJL050W,NM_001181483.1,853397,NP_012485.1
YJL049W,NM_001181482.3,853398,NP_012486.3
YJL048C,NM_001181481.1,853399,NP_012487.1
YJL047C-A,NM_001184635.1,1466468,NP_878105.1
YJL047C,NM_001181480.3,853400,NP_012488.3
YJL046W,NM_001181479.1,853401,NP_012489.2
YJL045W,NM_001181478.1,853405,NP_012490.1
YJL044C,NM_001181477.3,853406,NP_012491.3
YJL043W,NM_001181476.1,853407,NP_012492.1
YJL042W,NM_001181475.1,853408,NP_012493.1
YJL041W,NM_001181474.3,853409,NP_012494.3
YJL041W,NM_001181474.3,853409,NP_012494.3
YJL039C,NM_001181473.1,853410,NP_012495.1
YJL038C,NM_001181472.1,853413,NP_012496.1
YJL037W,NM_001181471.3,853414,NP_012497.3
YJL036W,NM_001181470.1,853416,NP_012498.1
YJL035C,NM_001181469.1,853417,NP_012499.1
YJL034W,NM_001181468.3,853418,NP_012500.3
YJL033W,NM_001181467.1,853419,NP_012501.1
YJL031C,NM_001181465.1,853421,NP_012503.2
YJL031C,NM_001181465.1,853421,NP_012503.2
YJL030W,NM_001181464.3,853422,NP_012504.3
YJL029C,NM_001181463.1,853423,NP_012505.1
YJL028W,NM_001181462.1,853425,NP_012506.1
YJL027C,NM_001181461.3,853426,NP_012507.3
YJL026W,NM_001181460.1,853427,NP_012508.1
YJL025W,NM_001181459.1,853428,NP_012509.1
YJL024C,NM_001181458.3,853429,NP_012510.3
YJL024C,NM_001181458.3,853429,NP_012510.3
YJL023C,NM_001181457.1,853432,NP_012511.1
YJL020C,NM_001181454.1,853433,NP_012514.2
YJL019W,NM_001181453.3,853434,NP_012515.4
YJL016W,NM_001181450.1,853436,NP_012518.2
YJL014W,NM_001181448.1,853438,NP_012520.1
YJL013C,NM_001181447.3,853439,NP_012521.3
YJL012C,NM_001181446.1,853441,NP_012522.2
YJL011C,NM_001181445.2,853442,NP_012523.2
YJL010C,NM_001181444.3,853445,NP_012524.3
YJL008C,NM_001181442.2,853447,NP_012526.1
YJL007C,NM_001348847.1,853449,NP_001335787.1
YJL006C,NM_001181440.1,853450,NP_012528.1
YJL005W,NM_001181439.3,853452,NP_012529.3
YJL004C,NM_001181438.1,853453,NP_012530.1
YJL003W,NM_001181437.1,853454,NP_012531.1
YJL002C,NM_001181436.3,853455,NP_012532.3
YJL001W,NM_001181435.1,853456,NP_012533.1
YJL001W,NM_001181435.1,853456,NP_012533.1
YJR001W,NM_001181658.1,853457,NP_012534.1
YJR002W,NM_001181659.3,853458,NP_012535.3
YJR003C,NM_001181660.1,853459,NP_012536.2
YJR004C,NM_001181661.1,853460,NP_012537.1
YJR005W,NM_001181662.3,853461,NP_012538.3
YJR005C-A,NM_001184533.1,1466469,NP_878106.1
YJR006W,NM_001181663.1,853462,NP_012539.1
YJR007W,NM_001181664.3,853463,NP_012540.3
YJR008W,NM_001181665.1,853464,NP_012541.1
YJR009C,NM_001181666.1,853465,NP_012542.1
YJR010W,NM_001181668.3,853466,NP_012543.3
YJR010C-A,NM_001181667.1,853467,NP_012544.1
YJR011C,NM_001181669.1,853468,NP_012545.1
YJR012C,NM_001181670.4,853469,NP_012546.4
YJR013W,NM_001181671.1,853470,NP_012547.2
YJR014W,NM_001181672.1,853471,NP_012548.1
YJR015W,NM_001181673.3,853472,NP_012549.3
YJR016C,NM_001181674.1,853473,NP_012550.1
YJR017C,NM_001181675.1,853475,NP_012551.2
YJR019C,NM_001181677.3,853477,NP_012553.3
YJR021C,NM_001181679.1,853478,NP_012555.1
YJR021C,NM_001181679.1,853478,NP_012555.1
YJR022W,NM_001181680.1,853479,NP_012556.2
YJR024C,NM_001181682.3,853481,NP_012558.3
YJR025C,NM_001181683.1,853482,NP_012559.1
YJR027W,NM_001181685.2,853484,NP_012560.1
YJR027W,NM_001181685.2,853484,NP_012560.1
YJR026W,NM_001181684.3,853483,NP_012561.3
YJR029W,NM_001181687.2,853486,NP_012562.1
YJR029W,NM_001181687.2,853486,NP_012562.1
YJR028W,NM_001181686.1,853485,NP_012563.1
YJR030C,NM_001181688.3,853487,NP_012564.3
YJR031C,NM_001181689.1,853488,NP_012565.1
YJR032W,NM_001181690.1,853489,NP_012566.1
YJR033C,NM_001181691.3,853490,NP_012567.3
YJR034W,NM_001181692.1,853491,NP_012568.1
YJR035W,NM_001181693.1,853492,NP_012569.1
YJR036C,NM_001181694.3,853494,NP_012570.3
YJR039W,NM_001181697.1,853495,NP_012573.1
YJR040W,NM_001181698.1,853497,NP_012574.1
YJR041C,NM_001181699.3,853498,NP_012575.3
YJR042W,NM_001181700.1,853499,NP_012576.1
YJR043C,NM_001181701.1,853500,NP_012577.1
YJR044C,NM_001181702.3,853502,NP_012578.3
YJR045C,NM_001181703.1,853503,NP_012579.1
YJR046W,NM_001181704.1,853504,NP_012580.1
YJR047C,NM_001181705.3,853506,NP_012581.3
YJR048W,NM_001181706.1,853507,NP_012582.1
YJR049C,NM_001181707.1,853508,NP_012583.1
YJR050W,NM_001181708.3,853509,NP_012584.3
YJR051W,NM_001181709.1,853510,NP_012585.1
YJR052W,NM_001181710.1,853512,NP_012586.1
YJR053W,NM_001181711.3,853513,NP_012587.3
YJR054W,NM_001181712.1,853514,NP_012588.1
YJR055W,NM_001181713.1,853516,NP_012589.1
YJR056C,NM_001181714.3,853518,NP_012590.3
YJR057W,NM_001181715.1,853520,NP_012591.1
YJR058C,NM_001181716.1,853521,NP_012592.1
YJR059W,NM_001181717.3,853522,NP_012593.3
YJR060W,NM_001181718.1,853523,NP_012594.1
YJR061W,NM_001181719.1,853524,NP_012595.1
YJR062C,NM_001181720.3,853525,NP_012596.3
YJR063W,NM_001181721.1,853526,NP_012597.1
YJR064W,NM_001181722.1,853527,NP_012598.1
YJR065C,NM_001181723.3,853528,NP_012599.3
YJR066W,NM_001181724.1,853529,NP_012600.1
YJR067C,NM_001181725.1,853530,NP_012601.1
YJR068W,NM_001181726.3,853531,NP_012602.3
YJR069C,NM_001181727.1,853532,NP_012603.1
YJR070C,NM_001181728.1,853534,NP_012604.1
YJR072C,NM_001181730.3,853535,NP_012606.3
YJR073C,NM_001181731.1,853536,NP_012607.1
YJR074W,NM_001181732.1,853537,NP_012608.1
YJR075W,NM_001181733.3,853538,NP_012609.3
YJR076C,NM_001181734.1,853539,NP_012610.1
YJR077C,NM_001181735.1,853540,NP_012611.1
YJR078W,NM_001181736.3,853541,NP_012612.3
YJR079W,NM_001181737.1,853542,NP_012613.1
YJR079W,NM_001181737.1,853542,NP_012613.1
YJR080C,NM_001181738.1,853543,NP_012614.1
YJR082C,NM_001181739.3,853544,NP_012615.3
YJR083C,NM_001181740.1,853545,NP_012616.1
YJR084W,NM_001181741.1,853546,NP_012617.1
YJR085C,NM_001181742.3,853547,NP_012618.3
YJR086W,NM_001181743.1,853548,NP_012619.1
YJR088C,NM_001181745.1,853550,NP_012621.1
YJR089W,NM_001181746.3,853551,NP_012622.3
YJR090C,NM_001181747.1,853552,NP_012623.1
YJR091C,NM_001181748.1,853553,NP_012624.1
YJR092W,NM_001181749.3,853554,NP_012625.5
YJR093C,NM_001181750.1,853555,NP_012626.1
YJR094C,NM_001181751.1,853556,NP_012627.1
YJR094W-A,NM_001181752.3,853557,NP_012628.3
YJR094W-A,NM_001181752.3,853557,NP_012628.3
YJR095W,NM_001181753.1,853558,NP_012629.1
YJR096W,NM_001181754.1,853559,NP_012630.1
YJR097W,NM_001181755.3,853560,NP_012631.3
YJR098C,NM_001181756.2,853561,NP_012632.2
YJR099W,NM_001181757.1,853562,NP_012633.1
YJR100C,NM_001181758.3,853563,NP_012634.3
YJR101W,NM_001181759.1,853565,NP_012635.1
YJR102C,NM_001181760.1,853566,NP_012636.1
YJR103W,NM_001181761.4,853567,NP_012637.4
YJR104C,NM_001181762.1,853568,NP_012638.1
YJR105W,NM_001181763.1,853569,NP_012639.1
YJR106W,NM_001181764.4,853570,NP_012640.4
YJR107W,NM_001181765.2,853571,NP_012641.2
YJR107C-A,NM_001395036.1,65052910,NP_001381966.1
YJR108W,NM_001181766.1,853572,NP_012642.1
YJR109C,NM_001181767.3,853573,NP_012643.3
YJR110W,NM_001181768.1,853574,NP_012644.1
YJR111C,NM_001181769.1,853575,NP_012645.1
YJR112W,NM_001181770.3,853576,NP_012646.3
YJR112W-A,NM_001184523.1,1466470,NP_878107.1
YJR112W-A,NM_001184523.1,1466470,NP_878107.1
YJR113C,NM_001181771.1,853578,NP_012647.1
YJR115W,NM_001181773.3,853579,NP_012649.3
YJR116W,NM_001181774.1,853580,NP_012650.1
YJR117W,NM_001181775.1,853581,NP_012651.1
YJR118C,NM_001181776.3,853582,NP_012652.3
YJR119C,NM_001181777.1,853583,NP_012653.1
YJR120W,NM_001181778.1,853584,NP_012654.1
YJR121W,NM_001181779.3,853585,NP_012655.3
YJR122W,NM_001181780.1,853586,NP_012656.1
YJR123W,NM_001181781.1,853587,NP_012657.1
YJR124C,NM_001181782.3,853588,NP_012658.3
YJR125C,NM_001181783.1,853589,NP_012659.1
YJR126C,NM_001181784.1,853590,NP_012660.1
YJR127C,NM_001181785.3,853592,NP_012661.3
YJR128W,NM_001348848.1,853591,NP_001335788.1
YJR129C,NM_001181787.2,853593,NP_012663.2
YJR130C,NM_001181788.1,853594,NP_012664.1
YJR131W,NM_001181789.3,853595,NP_012665.3
YJR132W,NM_001181790.2,853596,NP_012666.2
YJR133W,NM_001181791.1,853597,NP_012667.1
YJR134C,NM_001181792.3,853598,NP_012668.3
YJR135C,NM_001181793.1,853599,NP_012669.1
YJR135W-A,NM_001184382.1,853600,NP_058168.1
YJR136C,NM_001181794.3,853601,NP_012670.3
